,text,label,predicted_label,match,confidence
1205,Apat na leon sa Barcelona Zoo ang nagpositibo sa coronavirus.,8,8,True,0.9693201
1206,"Walong turista ang nailigtas ng mga tauhan ng Philippine Coast Guard (PCG) matapos ma-stranded sa Badoc Island sa Ilocos Norte nitong Martes, Pebrero 21.",8,8,True,0.5594932
1207,DAPAT umanong mahiya sa kanilang mga sarili ang dumalo sa birthday party ni National Capital Region Police Office Chief Debold Sinas.,12,14,False,0.4001675
1208,Dagdag allowance ng mga guro pinaaapura,5,9,False,0.26389104
1209,"Lacuna: Mandatory use ng facemask sa city hall, sinimulan na",8,12,False,0.41338253
1210,AABOT sa 700 swab test ang masusuri ng Eastern Visayas Regional Medical Center (EVRMC) Molecular Laboratory sa Tacloban City araw-araw kapag naging fully operational na ito.,8,8,True,0.64849234
1211,"OVP, tumulong sa mga pamilyang apektado ng oil spill sa Batangas",9,9,True,0.8443036
1212,"Nakalatag na ang mga paghahanda ng National Capital Regional Police Office (NCRPO) para sa seguridad sa Metro Manila ngayong Kapaskuhan, partikular sa nalalapit na tradisyunal na Simbang Gabi.",7,7,True,0.9494024
1213,"Babae, 3 lalaki huli sa shabu",6,6,True,0.8709421
1214,"Inalmahan ni Joel Mondina alyas ""Pambansang Kolokoy"" ang isang balita tungkol sa kanila ng dating misis na si ""Marites"" kung saan nakasaad sa ulat na matagal na raw alam ng huli na may ka-affair na iba ang una.""It's not new to me anymore. She called and told me about the affair last year,"" sagot daw ni Marites sa panayam sa kaniya.Bagay na hindi naman pinalagpas ni PK at tinawag na ""one-sided"" ang news outlet na nagbalita nito.""…puro ka fake news kasi lagi kang one sided! Bat di mo din kunin side ng iba?! Anong 'affair?' Baka magulat ka pag sinabi kong nag-file na ng UNCONTESTED divorce 'yan beginning year of 2021. Do the math!"" aniya.",14,6,False,0.38612303
1215,"Mindset ba, mindset!' Teknik ng Grade 4 pupil sa 'no erasure' policy sa exam, kinaaliwan",14,5,False,0.7403102
1216,"With high honors yarn?' Grade 11 student, 'niyabang' sertipiko ng academic award kahit saan",14,14,True,0.80678195
1217,Cha-cha lalarga sa Kamara,5,14,False,0.8075736
1218,MAS marami ang nagpapayo kay Coco Martin na huwag nang patulan ang patutsada sa kanya ni Solicitor General Jose Calida sa isyu ng pagpapasara sa ABS-CBN.,14,12,False,0.6056055
1219,NAGLABAS ng paalala ang Land Transportation Franchising and Regulatory Board sa mga driver ng pampublikong sasakyan na kukuha ng tulong pinansyal mula sa gobyerno.,9,5,False,0.6518692
1220,WALANG tumama sa P235 milyong jackpot prize ng Ultra Lotto 6/58 sa bola Martes ng gabi.,14,14,True,0.9326151
1221,"Nadakip na ng mga otoridad ang isang Angkas rider na suspek sa pamamaril at pagpatay umano sa isang motorista sa Pasig City nitong Linggo matapos umano silang magtalo dahil lamang sa kanselasyon ng booking.Sa ulat na inilabas ng Pasig City Police nitong Miyerkules, kinilala lamang ang naarestong suspek na si alyas 'Roy,' na isang Angkas rider, at residente ng Brgy. Sauyo, Novaliches, Quezon City. Si Roy ang itinuturong suspek sa pamamaril at pagpatay sa biktimang si alyas 'Mark,' 37, at residente ng Brgy. San Antonio, Parañaque City.Lumilitaw na bago ang pag-aresto ay pinagbabaril ng isang rider ang biktima sa C6 Road kanto ng Kenneth Road, sa Brgy. Pinagbuhatan, Pasig City dakong alas-11:25 ng gabi ng Pebrero 5, 2023.",6,6,True,0.9460734
1222,"Niyanig ng magnitude 5.9 na lindol ang probinsya ng Davo de Oro nitong Martes ng hapon, Marso 7, ayon sa Philippine Institute of Volcanology and Seismology (Phivolcs).",8,9,False,0.7896926
1223,"Kung hindi mo na rin keri ang sobrang init ng panahon, baka sign na ‘yan para mag-milk tea ka bes. Gaya na lamang ng TikToker na ito pero ang trip niya, daks na version!",14,9,False,0.63269234
1224,Nanganganib na mabangkarote ang Philippine Health Insurance Corporation (Philhealth) kung magpapatuloy pa sa susunod na taon ang pananalasa ng pandemya.,1,8,False,0.9549092
1225,"May kabuuang 185 katao ang kumpirmadong nahawahan ng Covid-19 virus, sinabi ng Department of Health (DOH) nitong Linggo, Marso 19.",8,8,True,0.98185986
1226,ISANG sunog ang sumiklab sa isang residential area sa Maynila kaninang umaga.,8,9,False,0.5919301
1227,"Rendon Labador, dismayado sa grand opening ng resto: 'Fans ba lahat kayo ni Coco?'",14,12,False,0.9206469
1228,LTO ilalabas papel na driver’s license,1,5,False,0.7622102
1229,"Matatandaang noong October 31, 2022, malungkot na ibinalita ni Daryl na pumanaw na ang kaniyang butihing ina.Ayon pa kay Daryl, everytime raw siyang nagse-celebrate ng birthday iniispoiled daw niya ang kanyang ina, tinitreat niya ito. Sobrang thankful daw siya sa kanyang ina sa mga sakripisyo niya bilang Nanay.Kaya naman sa mismong araw ng birthday ni Daryl, ginawa pa rin niya ang usual na pagtreat sa kaniyang ina. Kagaya ng pagbili ng bouquet ng flowers sa isang flowers shop na pinakita niya habang nasa loob ng kotse. Maging ang paboritong pagkain ng kaniyang ina na beef mechado sa isang kilalang restoran sa La Loma ay kaniya ring binili. Iyon daw kasi ang isa sa mga pagkaing nirequest ng kaniyang ina bago ito pumanaw.“Ito yung isa sa pinakanami-miss ko na pakiramdam yung pabalik ka ng bahay uuwi ka ng bahay may dala kang flowers or may dala kang pagkain. Sobrang appreciative ng Nanay ko.”Pag-uwi ni Daryl, hinandog niya ang bulaklak na dala sa urn ng kaniyang ina.“Yan na ang aking mommy. Ma, may dala akong flowers para sayo. Happy birthday! Happy giving birthday sa akin, 36 years ago. Maraming maraming salamat sa lahat ng sakripisyo mo bilang Nanay. Sa lahat ng pagmamahal mo sa amin, pag-alaga mo sa amin. I love you Ma. Miss you. Para sa'yo itong flowers sana nakikita mo ito sa heaven. Sana namimiss mo rin kami. Miss na miss ka namin Ma. Miss na miss kita. I love you.""",14,9,False,0.794437
1230,Pinost ni Star Music Head Roxy Liquigan ang screenshot ng iTunes Philippines top song chart kung saan number one ang bagong kanta ni Maymay Entrata na ‘AUTODEADMA’.,14,14,True,0.40158024
1231,"Ambulansya nabangin: 2 patay, 3 sugatan",8,8,True,0.4858
1232,PBBM bet sakupin NDRRMC,12,0,False,0.90219146
1233,DINAKIP ang abogado makaraang magpumilit na dumaan sa fastlane na nakalaan lang sa mga frontliners kagabi sa Makati.,6,4,False,0.7201596
1234,"UMAPELA ang isang partylist group sa gobyerno na unahin sa pagsasagawa ng mass testing ang Quezon City, ang lugar kung saan pinakamarami ang nahawa ng coronavirus disease 2019.",11,8,False,0.8882492
1235,"Environmental group kinalampag DOTr, ibasura PMVIC",11,11,True,0.8701554
1236,Higit 100 estudyante bulagta sa fire drill,8,9,False,0.2297904
1237,"KAHIT Semana Santa ay nagkalat ang mga mapagsamantala, pero mabuti na lamang at palaging alisto ang mga pulis.",6,7,False,0.5942749
1238,"Harry Potter' Daniel Radcliffe, magiging daddy na!",14,10,False,0.6808685
1239,"Sanggol tsugi, erpat kritikal sa atake ng buwaya",8,12,False,0.8260821
1240,"Miyembro ng Abu Sayyaf naaresto sa Saluping Island, Basilan",6,14,False,0.5950288
1241,"Ika-4 panalo, nasungkit ng Ginebra vs Blackwater Bossing",14,6,False,0.9342145
1242,"2 pumatay sa kapitbahay, minulto kaya sumuko",6,6,True,0.96566665
1243,School principal natagpuang patay sa motel,6,6,True,0.7798485
1244,"Number coding scheme, kanselado sa Abril 5",9,5,False,0.8682976
1245,"Humigit kumulang sa P5.7 milyong halaga ang ipinagkaloob ng Taiwan bilang tulong sa rehabilitasyon ng mga nasirang kultural at makasaysayang istruktura sa Vigan City, kasunod ng Hulyo 2022 na lindol na yumanig sa ilang bahagi ng Luzon.",13,13,True,0.9505561
1246,Suplay ng tubig galing sa Angat mananatiling normal,1,9,False,0.6422256
1247,"Nagbanta ang abogado ni Negros Oriental 3rd District Rep. Arnolfo “Arnie” Teves Jr. nitong Huwebes, Mayo 11, na maghahain ng “legal action”, kabilang na ang pagsasampa ng kasong graft sa Office of the Ombudsman (OMB), sakaling kanselahin umano ang pasaporte ng kaniyang kliyente.",6,4,False,0.7440326
1248,PNP nalambat 283 sugarol sa e-sabong,6,6,True,0.9690174
1249,Mag-dyowa nirapido habang natutulog,6,6,True,0.522954
1250,Bantag diniin sa torture ng 6 jail guard,6,6,True,0.9426062
1251,"Niyanig ng magnitude 4.1 na lindol ang probinsya ng Batanes nitong Linggo ng tanghali, Marso 26, ayon sa Philippine Institute of Volcanology and Seismology (Phivolcs).",8,9,False,0.8130792
1252,"Epekto ng COVID-19 naramdaman na, kita ng PPA bumaba",8,8,True,0.8693229
1253,"""Sana lang wala na namang tinamin, pero malamang may tinanim na naman ‘yan para magmukha akong masama. Sana lang wala.”",14,8,False,0.71236867
1254,Pulis-Cebu patay sa COVID; pulis na nagkasakit 518 na,8,8,True,0.8154594
1255,"Nawawalang babae, nilamon ng sawa",8,9,False,0.29388523
1256,Apela sa Malacanang: Taripa sa e-motorcycle suspendihin,5,5,True,0.8312085
1257,"Ermat, sanggol na anak, 4 iba pa tigok sa California shooting",6,6,True,0.6656358
1258,ISANG Danish national at 11 iba pa ang naaresto ng pulisya sa magkakahiwalay na operasyon sa Quezon City.,6,6,True,0.70504427
1259,"3,148 kaso ng Covid-19, naitala sa bansa nitong nakaraang linggo",8,8,True,0.9418019
1260,Gamit sa pagmonitor ng Mayon ninakaw,6,14,False,0.39242148
1261,"DAR, namahagi ng lupa sa mga magsasaka sa bansa",9,1,False,0.70846117
1262,Sa loob ng susunod na 24 oras ay makararanas ng pag-ulan sa ilang bahagi ng bansa bunsod ng 3 weather system na umiiral.,8,9,False,0.8735376
1263,"Pasyente sa isang ospital, nagpatiwakal",8,8,True,0.4356952
1264,"Sugatan ang isang mag-asawa matapos silang pagbabarilin ng riding-in-tandem habang nakaupo sa tindahan ang mga ito noong Huwebes sa Ramon Magsaysay, Zamboanga del Sur.",6,8,False,0.6679277
1265,"Walang tubig, sasakyan! Parañaque online ang klase",9,1,False,0.47668818
1266,Pinay na transgender natagpuang patay sa New York hotel,6,6,True,0.8559415
1267,"Vendor sumaklolo sa holdap, dinedo",6,6,True,0.48376974
1268,Ilegal na droga mas mabiis na maikakalat sa GCQ,6,6,True,0.2952243
1269,"Presyo ng gasolina, diesel tataas sa susunod na linggo",0,0,True,0.97083884
1270,Biofertilizer ipapagamit sa mga magsasaka,9,8,False,0.94049966
1271,Dela Rosa: Sumabak sa ROTC kesa mag-TikTok lang kayo,12,12,True,0.964865
1272,"Malapit nang mapanood sa mga sinehan ang biopic movie ng singer-politician at tinaguriang ""Queen of Jukebox"" na si Imelda Papin na may pamagat na ""Loyalista: The Untold Story of Imelda Papin.""Iikot ang istorya ng pelikula sa pagiging loyalista o die-hard supporter ni Papin kina dating Pangulong Ferdinand Marcos, Sr. at dating first lady Imelda Marcos noong 70s.Si Alice Dixson ang gaganap ditong Imelda habang si ER Ejercito naman ang dating pangulong Marcos. Si Optimum Star Claudine Barretto naman ang gaganap bilang young Imelda Papin.",14,12,False,0.56252426
1273,"Gov't, umaaksyon na upang mailigtas OFWs sa Sudan",7,7,True,0.67977476
1274,"Umaabot sa P300 milyong halaga ng mga pekeng sabon, shampoo at iba pang produkto ang nakumpiska ng mga awtoridad sa siyam na bodega sa Bulacan.",6,0,False,0.8894174
1275,Hindi rin talaga nakatiis si Jeric Gonzales at talagang pinost ang pagmamahal niya kay Rabiya Mateo.,14,12,False,0.5689946
1276,"Nasawi ang isang pulis nang aksidente umanong pumutok at tumama sa kanya ang bala ng nililinis niyang service firearm sa Lipa City, Batangas noong Linggo.",8,6,False,0.94280624
1277,Tree planting ng BOC tuluy-tuloy,1,1,True,0.65302753
1278,Netizens bilib kay Cristine Reyes sa ‘co-parenting’ nila ng dating asawa,14,11,False,0.7643162
1279,"‘Yan daw ang aasahan sa buong linggo ng Semana Santo, ayon sa sa Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA).",8,9,False,0.53043795
1280,Pinatawag ng korte sa Iran ang dalawang sikat na aktres dito dahil sa patuloy na pagtangging gumamit ng hijab sa mga pampublikong lugar.,6,6,True,0.83863837
1281,Recovery rate ng COVID-19 cases sa QC nasa 60 porsyento,8,8,True,0.981338
1282,NANAWAGAN si House Deputy Speaker Johnny Pimentel sa mga credit  na bawasan ang kanilang interest rates para mapalakas ang spending capability ng mga ito.,5,0,False,0.6821182
1283,"Masayang-masaya ngayon ang Kapamilya star na si Janine Gutierrez dahil nakatrabaho niya ang batikang aktres na si Dolly De Leon sa teleseryeng ""Dirty Linen."" ""Mami ko!!!!!!! Igaganti kita  So happy to work with you Miss  saad ni Janine sa caption.""I'm a fan 4ever and I will always treasure this little talk. Thank you thank youuuu,"" dagdag pa niya.",14,14,True,0.36088115
1284,Soup-er sarap! ‘Yan ang katangian ng dalawang Pinoy sabaw ulam na pasok sa listahan ng Taste Atlas para sa “Top 50 Best Soups in the World”.,14,10,False,0.53966635
1285,"Sa kauna-unahang pagkakataon, inamin ni Kapuso actor Ken Cha ang tungkol sa ilang mga bagay sa pagitan nila ng katambal na si Rita Daniela, sa episode ng ""Fast Talk with Boy Abunda.""Inamin ni Ken na nahulog ang loob niya kay Rita, at simula pa lamang ng kanilang serye noon ay may kasunduan na sila sa isa't isa. Matatandaang nagkasama sila sa seryeng ""My Special Tatay"" sa Dramarama sa Hapon ng GMA Network noong 2018.“Inamin namin sa isa't isa kung gaano namin kamahal 'yung isa't isa, more than friends, more than katrabaho, beyond that. Pero alam namin 'yung limitasyon namin. May sarili siyang priorities. Ako rin, Tito Boy,"" pag-amin ni Ken.Bagama't alam nilang mahal nila ang isa't isa higit pa sa isang loveteam, hindi nga umano ito nauwi sa isang relasyon. Aminado rin si Ken na may ilang bagay silang hindi napagkasunduan ni Rita at nasaktan niya ang damdamin nito.",14,9,False,0.41122007
1286,Abot sa dalawang bilyong katao sa buong mundo ang apektado kapag tuluyang natuyo ang pinakamama­laking lawa at imbakan ng tubig sa mundo.,9,9,True,0.54496884
1287,Inamin ng Land Transportation Office (LTO) na papaubos na ang supply nila ng plastic card kaya sa papel na muna ipapaimprenta ang mga driver’s license.,1,1,True,0.8151124
1288,"Bumaba ng 2.66 porsyento ang mga naitalang krimen sa bansa mula Enero hanggang Nobyembre 13 ngayon taon kumpara sa kaparehong panahon noong 2021, sabi ng Philippine National Police (PNP).",6,6,True,0.4917541
1289,Barangay sa Parañaque City nasa calibrated containment and mitigation,8,7,False,0.64623755
1290,"Libre na shabu, marijuana, party drugs ‘pag adik walang kulong- Bato",6,6,True,0.3566479
1291,"Muling sumabog ang bulkan sa bansang Indonesia na Mt. Merapi, isa sa mga pinakaaktibong bulkan sa buong mundo, nitong Martes, Marso 23, at nagbuga umano ng lava sa mahigit dalawang kilometro mula sa bunganga nito.",8,9,False,0.86341906
1292,"Ibinahagi ito ng Facebook page na ‘Alak is Life’ kalakip ang aliw na caption na, “Bilisan nyo na ang tagay pre gagamitin na ni lola.”",14,14,True,0.5345064
1293,CIDG nilantad 2 pulis na bumitbit sa missing sabungero,6,6,True,0.97542745
1294,TALAGA nga namang magiging happy ang pasko ng mga residente ng Pasig City!,14,9,False,0.64914256
1295,Kaugnay nito naglabas ng mga paalala ang Commission on Elections (Comelec) sa publiko sa mga ipatutupad na health protocols sa Comelec offices.,8,8,True,0.92295015
1296,No-walk in sa mga kukuha ng dokumento sa QC hall,8,6,False,0.3217405
1297,"Sinagot naman ito ni AJ, aniya wala raw siyang inagaw at binigyang-diin na hindi niya sinira ang pamilya nina Kylie at Aljur.""Madam, FYI walang inagaw, at lalong wala kaming nilokong tao alam yan ni Kylie, kung sira man family nila, one thing is for sure HINDI AKO ANG NANIRA NG FAMILY NILA. At literal na hiwalay na sila bago ako pumasok. kaya wala kang karapatan sabihinsa akin yan. Bakit hindi nyo na lang i research or hanapin kung sino ba talaga nanira? bakit ako ang sumasalo ng kasalanan na hindi ko naman ginawa? Anyway may you find your peace and happiness God bless you and you Family.""",14,9,False,0.5149994
1298,Kumpirmado: US visa ni dela Rosa kinansela,12,13,False,0.43398917
1299,"2 suspek sa pamamaslang sa utol ng mayor, patay sa ambush sa Negros",6,6,True,0.9720232
1300,HINDI na nakapalag ang lalaki na nakunan ng siyam na sachet ng shabu makaraang mahuli sa checkpoint sa Talisay City kahapon.,6,6,True,0.8504104
1301,Nagbigay ng tulong ang Department of Health (DOH) sa mga naapektuhan ng oil spill sa Oriental Mindoro.,9,8,False,0.7737264
1302,"Mag-erpat, 1 pa dinakma sa droga",6,6,True,0.882501
1303,"‘Overcharged’ na E-bike, isinisi sa trahedya ng 1 pamilya",8,9,False,0.5264417
1304,"Inatasan ni Pangulong Ferdinand “Bongbong” Marcos Jr. ang Department of Finance (DOF) na masusing pag-aralan ang tax incentive system sa bansa, partikular na sa export at domestic market-oriented enterprises.",5,5,True,0.71776867
1305,"Ayon sa uploader, afford ngang bumili ng kape ang may-ari nito, subalit ""bilasa"" naman pagdating sa tamang akto ng pagtatapon ng basura.",14,0,False,0.637561
1306,3 huli sa P340K shabu,6,6,True,0.9168653
1307,"Isa na namang drug den sa Mabalacat, tinibag ng mga otoridad",6,6,True,0.9438834
1308,Gabriela binira ‘damage control’ ni Alex,14,12,False,0.83451116
1309,Super Champion belt ni Pacquiao tinanggal na,14,14,True,0.6768573
1310,DAVAO CITY - Iniharap na sa publiko ang isang lider ng New People's Army (NPA) na nahaharap sa patung-patong na kaso matapos maaresto sa Malaysia kamakailan.,6,6,True,0.83948225
1311,Lanao del Sur at Bacolod City isinailalim sa MECQ simula Setyembre 8,8,14,False,0.6433585
1312,Pagtaas ng internet demand ngayong Kapaskuhan dapat paghandaan ng telcos–NTC,1,1,True,0.7209857
1313,"Usap-usapan ngayon ang pansamantalang leave of absence ni ""It's Showtime"" host Karylle sa naturang noontime show upang magpokus sa isang proyekto: ang pagbida sa teatro.Bibida sina Karylle at singer-actor-host na si Markki Stroem sa ""The Sound of Music"" musical play, ayon sa panayam ni ABS-CBN showbiz reporter MJ Felipe.""Karylle and Markki Stroem both expressed excitement to be part of the Manila staging of 'The Sound of Music'.""""They both auditioned for their respective roles and to focus on her preparations, Karylle has already filed her leave from 'It's Showtime',"" saad sa caption ng tweet ni MJ.",14,10,False,0.5928636
1314,Muling nagbabala ang Bureau of Immigration (BI) sa publiko laban sa mga dayuhang kawatan na kinaladkad ang pangalan ng ahensya para linlangin at gatasan ang kanilang mga kababayan sa online love scam.,6,6,True,0.9607017
1315,Pang-aabuso sa bata binabantayan,6,14,False,0.6211343
1316,"Pumangalawa ang Pilipinas sa tinaguriang “most Instagrammable” na bansa sa buong mundo, ayon sa ranking ng isang international travel website.",14,13,False,0.46835673
1317,"SRA, Customs binabraso sa smuggled asukal",6,6,True,0.97496504
1318,Marcos ginawaran ng full military honors sa Pentagon,13,12,False,0.47995207
1319,DOH nagre-recruit ng mga nurse para sa Metro Manila,8,1,False,0.8587574
1320,CBCP: Gadget tantanan sa Semana Santa,2,0,False,0.34080732
1321,Patay ang dalawa katao habang sugatan ang 11 iba pa matapos magsalpukan ang isang Asian Utility Vehicle (AUV) at kotse sa Pagadian City nitong Linggo.,8,8,True,0.834998
1322,Malapit na umanong masibak sa puwesto si suspended Bureau of Corrections (BuCor) chief Gerald Bantag.,12,6,False,0.9387929
1323,Barangay kagawad itinumba ng 7 bala,6,6,True,0.88698983
1324,"PBBM inurot ng Senate leader: Palpak, makupad sa gabinete sipain na!",12,12,True,0.95723265
1325,"SMC bibili ng P500M PPE, ibibigay sa frontliners",8,1,False,0.46736598
1326,"INAASAHANG magla-landfall sa Real o Infanta, Quezon ang bagyong Ambo sa pagitan ng 5 ng hapon hanggang 7 ng gabi.",8,9,False,0.78652155
1327,"Kasalan na ba?' Ava Mendez, may sey na sa engagement rumor nila ni Skusta Clee",14,12,False,0.86703146
1328,"Nais ni Senator Robin Padilla na maibalik muli ang parusang kamatayan sa bansa.Layunin aniya nito na hindi na maulit angpagpaslang kay Negros Oriental Governor Roel Degamo at walong iba pa kamakailan.Sa pagdinig ng Senate Committee on Public Order and Dangerous Drugs kaugnay sa pagpaslang kay Degamo nitong Lunes, binanggit ni Padilla na mga dating sundalo ang ilang suspek sa pagpatay kay Degamo.Giit ng senador, kailangan ng mas matinding parusa sa mga tumaksil sa kanilang panunumpang ipagtanggol ang taumbayan.",5,12,False,0.61231965
1329,"12-anyos na batang lalaki, patay sa sunog sa Tondo",8,6,False,0.6715043
1330,Patay ang isang mister nang bumangga ang sinasakyan nitong motorsiklo sa trak sa kanyang likuran sa Caloocan City kahapon.,8,9,False,0.46224272
1331,"Grupong nag-party sa beach resort sa Batangas, huli sa videocam",6,11,False,0.64368206
1332,ARESTADO ang pito katao sa magkahiwalay na operasyon ng pulisya sa Quezon City.,6,6,True,0.9465662
1333,Dahil diyan ay mas pinaigting ng Philippine Coast Guard (PCG) ang seguridad ng mga pasahero sa mga pantalan.,7,7,True,0.9541862
1334,Wanted sa sabong arestado,6,14,False,0.4767624
1335,Labing-isang lalaki ang sinampahan ng provisional na kasong rape with homicide kaugnay sa pagkamatay ng isang flight attendant sa hotel sa Makati City noong Bisperas ng Bagong Taon.,6,6,True,0.8283268
1336,"Mga Pinoy mataas pa rin tiwala kina PBBM, VP Sara",11,13,False,0.33228773
1337,"TikTok account, dagdag solusyon ng BI vs human trafficking",6,6,True,0.9467251
1338,Kailangan mag-grocery sa gitna ng Covid-19 crisis? Narito mga dapat mong gawin,8,8,True,0.4939805
1339,"Minsan, mapapakamot ka na lang talaga sa trip ng mga tao! Tulad na lamang ng biker na ito na ginawang manibela ang pedal para sa kanyang bisikleta.",14,9,False,0.6568501
1340,"Todas ang isang vendor matapos barilin ng dalawang hindi nakilalang holdaper na umagaw ng bag ng kasama nito sa Barangay District 2, Balayan, Batangas nitong Biyernes nang gabi.",6,6,True,0.9717497
1341,NANAWAGAN si AnaKalusugan Rep. Mike Defensor sa Philippine Health Insurance System na sagutin ang lahat ng gastos sa pagpapagamot ng isang nahawa ng coronavirus disease 2019.,8,8,True,0.5354755
1342,"Viral ‘killer cop’ namatay sa loob ng Bilibid, ‘foul play’ iniimbestigahan na",6,6,True,0.9203137
1343,IBINASURA ngayong araw ng Malacañang ang mga apela para payagan ang mga religious gatherings kahit umiiral pa ang quarantine.,8,2,False,0.8938019
1344,Labi ng pinaslang na OFW sa Kuwait dadating ngayon,6,9,False,0.61937875
1345,"Sumampa na sa mahigit 850,000 ang bilang ng mga nasawi sa COVID-19 sa buong mundo.",8,8,True,0.90376836
1346,Duterte kinansela ang pagbisita sa Leyte dahil sa ashfall,8,12,False,0.6516853
1347,"Ayuda para sa mga tsuper, pasahero ipaglalaban ng DOTr, LTFRB — Tugade",5,9,False,0.2215134
1348,SINIBAK ni Pangulong Duterte si Presidential Anti-Corruption Commission  Manuelito Luna matapos nitong imungkahi sa National Bureau of Investigation (NBI) na imbestigahan si Vice President Leni Robredo dahil sa umano’y tila pakikipagkompetensiya nito sa gobyerno sa paglaban sa coronavirus disease 2019 (COVID-19) pandemic.,12,12,True,0.72329473
1349,Totoy todas sa nagliyab na haybol,8,14,False,0.64344484
1350,Walang patid na suplay ng tubig at kuryente ngayong lockdown tiniyak,1,1,True,0.60593945
1351,"May rollback sa presyo ng produktong petrolyo ang mga kumpanya ng langis ngayong araw ng Martes, Disyembre 29.",0,0,True,0.9655506
1352,"Virgin Island vendor nagsalita na sa diumano’y overpriced na P26,000 singil sa turista",6,0,False,0.8244422
1353,"Fish vendor itinumba ng nakatali, nakapiring ang mata",6,9,False,0.2928566
1354,"Work from home, video conference–eto ang mga bagong normal na ibinunsod ng pandemya sa mundo.",9,9,True,0.49768245
1355,"Walang kagatol-gatol na inamin ng Kapuso actress na si Lianne Valentin na ang celebrity crush niya ay ang lead star ng ""Hearts on Ice"" na si Xian Lim, jowa ni Kapamilya star Kim Chiu.Sumalang nitong Abril 10 si Lianne sa ""Fast Talk with Boy Abunda"" at natanong sa kaniya ni Boy kung sino ang kaniyang hinahangaang celebrity. Tila kinilig naman dito ang King of Talk.Sa tanong naman na kung sino ang bet niyang maging loveteam, walang partikular na sinabi si Lianne dahil gusto raw niya at open siyang makatrabaho kahit sino.Matatandaang unang na-link si Xian sa kaniyang leading lady na si Ashley Ortega matapos silang maispatang magkasama somewhere. Depensa ng dalawa, magkaibigan lamang sila at baka nasa taping location sila nang mamataan ng kung sinuman.",14,14,True,0.36563742
1356,"INIHAYAG ni Inter-Agency Task Force for the Management of Emerging Infectious Diseases spokeperson Karlo Nograles na inaprubahan na ni Pangulong Duterte ang rekomendasyon ng IATF na palawigin pa ang lockdown sa Luzon hanggang Abril 30, 2020 sa harap ng patuloy na banta ng coronavirus disease (COVID-19).",8,8,True,0.7761111
1357,"Dating PAGCOR chairman,10 taon kulong sa graft",6,6,True,0.9213053
1358,Ipinanukala ng isang senador na bigyan ng tax refund sa Value-added tax (VAT) ang mga dayuhang turista upang mapalakas pa ang turismo sa bansa at lumikha ng mas maraming trabaho.,5,0,False,0.9182606
1359,HR susi sa magandang pagbabago ng trabaho,9,0,False,0.5812218
1360,Magnitude 4.1 lindol yumanig sa DavOr,8,14,False,0.6489536
1361,"Simula ngayong araw, Disyembre 1, muling ipatutupad ang number coding scheme sa Metro Manila, pero ito ay tuwing rush hour lamang sa hapon at gabi.",9,5,False,0.8809388
1362,"May-ari ng lumubog na barko sa Mindoro, kakasuhan dahil sa oil spill",6,14,False,0.29857227
1363,Masuwerte ang pasok ng 2023 para sa dalawang mananaya mula sa Luzon at Mindanao matapos nilang paghatian ang mahigit P142 milyong jackpot prize ng 6/55 Grand Lotto draw noong Sabado nang gabi.,14,14,True,0.83085394
1364,Itinulak ni Pangulong Ferdinand ‘Bongbong’ Marcos Jr. ang pagpapaigting pa sa pagpapalabas ng mga abiso at panawagan tuwing may bagyo upang maiwasan ang matinding pinsala gaya ng nangyari sa Maguindanao at iba pang mga lugar sa bansa.,5,5,True,0.45575777
1365,KALABOSO ang pito katao na nahuli umano sa magkakahiwalay na operasyon ng pulisya sa Quezon City.,6,6,True,0.9726217
1366,Cong kinontra 33M deklarasyon ng DOH! 55M COVID bakuna nasayang,8,8,True,0.7820066
1367,Sumampa na sa mahigit isang milyon ang bilang ng mga nasawi sa COVID-19 sa buong mundo.,8,8,True,0.8962388
1368,"Lagot daw?' Dani Barretto, nadadawit dahil sa isyung kinasasangkutan ni Alex Gonzaga",14,12,False,0.50401664
1369,INIHAIN sa Kamara de Representantes ang panukalang pagtatayo ng biosafety level 4 laboratory ng gobyerno na siyang magiging premier virology laboratory ng bansa.,8,8,True,0.5098487
1370,"BI, Globan gigisahin sa human smuggling",6,6,True,0.97051525
1371,Ipinagbawal ng Philippine Coast Guard (PCG) ang pagsakay sa mga barko ng anumang uri ng paputok at nakamamatay na matutulis na bagay kasa-bay ng pagdagsa ng mga pasahero ngayong Kapaskuhan.,7,7,True,0.82873476
1372,Maynilad pinagmulta sa palyadong suplay,6,9,False,0.27474156
1373,"Halo-halo, scramble patok sa UAE cafe",14,14,True,0.45348063
1374,Pagbabalik ng sesyon ng Kamara iginiit,4,12,False,0.7929416
1375,"DepEd chief hinamon, try mo mag-demo teaching sa liblib na lugar",12,12,True,0.82977706
1376,Nagmistulang Tondo raw ang opisina ng isang senador sa Senado dahil naging tambayan ito ng mga walang magawa sa buhay kundi makipagtsismisan.,12,12,True,0.94986486
1377,"Police patrol tumagilid, sakay na mga preso, pulis ligtas",8,7,False,0.78483945
1378,Itinulak ni House Deputy Minority Leader at ACT Teachers party-list Rep. France Castro ang pagbuhay sa usapang pangkapayapaan sa pagitan ng Government of the Philippines (GRP) at National Democratic Front (NDF) of the Philippines.,5,12,False,0.87429994
