text,gold_label,chatgpt_label,match
INAASAHAN ang pagdami ng trabaho sa business process outsourcing (BPO) ng bansa.,1,0,False
Doktor nangangamba na na-mild stroke si De Lima,8,8,True
"Pagbibigay ng AstraZeneca Covid-19 vaccines sa Pilipinas, hindi ihihinto – DOH, FDA",8,8,True
990 OFWs na nahawa ng COVID-19,8,8,True
"BHUBANESWAR, India–Animnapu’t tatlong manok ang namatay matapos atakehin sa puso dahil sa ingay ng banda ng musiko sa parada ng isang tradisyunal na kasal sa India.",14,14,True
Furniture shop nasunog,8,8,True
"NIYANIG ng magnitude 3.6 lindol ang Bukidnon kanina, ayon sa Philippine Institute of Volcanology and Seismology.",8,8,True
Palasyo kinondena ang pag-atake ng NPA,6,7,False
WALANG tumama sa P196.2 milyong jackpot prize ng Ultra Lotto 6/58 sa bola Biyernes ng gabi.,14,14,True
ISA lang sa bawat 10 magsasaka at overseas Filipino workers ang nakatanggap ng tulong pinansyal mula sa Social Amelioration Program.,3,3,True
Magnitude 3.4 lindol yumanig sa Surigao City,8,8,True
Kaso ng COVID-19 sa QC umabot na sa 87; pumanaw nasa 13 na,8,8,True
Pumanaw sa COVID-19 umakyat na 17,8,8,True
USAID pinasalamatan sa bigay na P1B pondo vs COVID,13,1,False
Duterte nagdeklara ng unilateral ceasefire sa NPA sa harap ng banta ng COVID-19,7,7,True
"12-anyos na batang babae na naghahanap ng signal, ginahasa at pinatay sa Quezon",6,6,True
Telcos wala nang dahilan ngayon para hindi mapabuti ang serbisyo–Bong Go,1,1,True
Hiniling ni Senator Grace Poe sa Inter-Agency Task Force (IATF) na balikan ang direktiba ukol sa pagsusuot ng face mask ng mga magkakapamilya kahit sa loob ng kanilang sariling sasakyan.,5,5,True
"Matapos ang halos isang buwang pananatili sa Davao City, balik-Maynila na kagabi si Pangulong Rodrigo Duterte.",14,14,True
NANAWAGAN ng isang masusing imbestigasyon ang isang lady solon kaugnay ng pagkamatay ng isang doktor ng Philippine National Police na namatay matapos sumailalim sa disinfection procedure sa isang quarantine facility.,6,8,False
4 pulis nagsoli ng napulot na P10K,6,2,False
"1,000 residente sa Iligan City, inilikas",8,8,True
DAPAT umanong gawing tatlong buwan ang moratorium sa pagbabayad sa socialized at economic housing loans.,5,5,True
"Kaso ng COVID-19 sa Central Visayas higit sa 12,600 na",8,8,True
New normal: Pagsusuot ng face mask tuwing makikipagtalik,8,8,True
Pagtatayo ng pansamantalang pagamutan  at isolation facilities iginiit,8,1,False
ISANG 71-anyos na babae ang nasawi sa isang sunog sa Muntinlupa City kanina.,8,8,True
ISANG preso ng Quezon City Police District ang nagpositibo sa coronavirus disease 2019.,8,8,True
"DINUKOT ng mga kasapi ng New People’s Army ang tatlo nilang dating kasamahan, sa Motiong, Samar, ayon sa militar.",6,7,False
Inihatid sa kanyang huling hantungan si Pangulong Benigno Simeon Aquino III na pinagkalooban ng full military honors sa Manila Memorial Park sa Parañaque City ngayong Sabado.,12,10,False
Binatikos ng isang think tank group ang anila’y “kawalang kaalaman” ng Malacañang sa panganib na kaakibat ng partisipasyon ng isang  sa Sangley international airport project.,11,12,False
NATAGPUANG patay ang isa sa mga tinutukoy na person of interest na sangkot sa hazing ng Adamson University student na si John Matthew Salilig.,6,6,True
Roque kinontra ang pahayag ni Duque kaugnay ng second wave ng COVID-19,12,11,False
WALANG tumama sa P153.1 milyong jackpot prize ng Ultra Lotto 6/58 sa bola Martes ng gabi.,14,14,True
Singil ng buwis sa QC hindi magtataas,0,0,True
"GAGAWING outpost ng Armed Forces ang dalawang lumang oil rig malapit sa Palawan, para bantayan ang West Philippine Sea.",7,7,True
Manny Villar nangunguna sa ‘Richest Filipinos’ ng Forbes magazine,14,14,True
"DOH nabahala, residenteng apektado ng oil spill sa Mindoro nagkakasakit na",8,8,True
ARESTADO ang dalawang pulis dahil sa umano’y  panghahalay sa dalawang babaeng detainee sa Marikina City.,6,6,True
Duterte iginiit na di biro ang rekomendasyong gas bilang disinfectant; grupo ng chemists pumalag,5,5,True
DINAGDAGAN ng Quezon City government ng dalawa ang mga lugar na isasailallim sa special concern lockdown (SCL) upang maiwasan umano ang pagkalat ng coronavirus disease 2019.,8,8,True
INIHAYAG ni Cavite Governor Jonvic Remulla ang ikalawang kaso ng coronavirus disease (COVID-19) sa lalawigan.,8,8,True
NIYANIG ng magnitude 2.8 lindol ang Eastern Samar kaninang umaga.,8,8,True
NILUNOK umano ng 36-anyos driver ng service vehicle ng GMA-7 ang isa sa dalawang sachet ng shabu na nakita ng pulis nang buksan nito ang kanyang wallet para kunin ang kanyang lisensya sa Quezon City kahapon.,6,6,True
Nagbabala ang Philippine Drug Enforcement Agency (PDEA) sa publiko laban sa ilang indibidwal na nagpapanggap bilang ahente ng ahensya.,6,6,True
"MAGLALAWAY ka hindi lang sa dala nilang pagkain, pati sa muscle na ipe-flex nila sa harap mo.",14,14,True
BALIK-kulungan ang dalawa sa pitong preso na tumakas mula sa,6,6,True
Hindi pabor si Senador Christopher “Bong” Go na isapribado o buwagin ang PhilHealth.,12,12,True
Naniniwala si Cabinet Secretary Karlo Nograles na magiging game changer ang pagtatanim ng Alday Rice para malabanan ang kahirapan sa bansa.,5,9,False
Coronavirus natagpuan sa semilya;  Covid-19 maaaring kumalat sa sex?,8,8,True
"SA halip na dagdagan, dapat ay bawasan umano ang premium na binabayaran ng mga overseas Filipino workers sa Philippine Health Insurance Corp.",5,5,True
Pinasusulong ni House Deputy Majority Leader Bernadette Herrera ang isang parallel investigation ang Department of Justice (DOJ) at National Bureau of Investigation (NBI) may kaugnayan sa sinasabing anomalyang sa Philhealth.,6,6,True
OFWs na gumaling sa COVID mas marami kumpara sa bagong nahawa,8,8,True
Kasong kriminal vs 301 barangay officials ikinasa sa paglabag sa SAP distribution,6,6,True
"Nagpahayag ng pagkabahala ang isang  medical group sa plano ni House Speaker Lord Allan Velasco na unahing mabakunahan ang may 8,000 kawani ng Kamara de Representantes.",11,8,False
"WATCH: Para sa mga kapatid ni Noynoy, ‘mission accomplished’ na ang dating pangulo",12,14,False
"Akala magnanakaw, drug peddler pala",6,6,True
"UMABOT na sa 27 katao sa Metro Manila ang kabilang sa patients under investigation (PUIs) kaugnay ng novel coronavirus, ayon sa Department of Health (DOH).",8,8,True
56 pasyente inoobserbahan sa nCoV-— DOH,8,8,True
"LABING-isa ang naaresto ng Quezon City Police sa isang buy-bust operation sa Taguig City kung saan nasamsam ang P544,000 halaga ng shabu kagabi.",6,6,True
"HINDI pabor si Interior and Local Government Secretary Eduardo Año na palawigin pa ang Luzon-wide lockdown, pero nagbabala na maaari itong gawin kung magpapatuloy pa ang pagdami ng kaso ng 2019-Coronavirus disease (COVID-19).",5,8,False
DOH tutol sa mungkahing huwag magsuot ng face shield ang mga manggagawa,5,8,False
HUMINA raw ang kita ng delivery services mula nang sabihin ni Michael V na posibleng isa ito sa dahilan kung bakit siya tinamaan ng COVID-19.,9,11,False
Bagyong Ambo bumilis,8,8,True
Nahaharap sa kasong pangangalunya ang dalawang pulis matapos mahuling magkasama sa isang motel sa bayan ng Talibon sa Bohol nitong Martes.,6,6,True
Pasyenteng may COVID-19 sa QC pinaghahanap na,8,8,True
HINDI pinapayagan ng Inter-Agency Task Force on Emerging Infectious Diseases (IATF-EID) ang manicure at pedicure sa mga lugar na nasa ilalim ng  quarantine (GCQ).,8,8,True
Updated: 1 sugatan sa sunog na tumupok sa 11 bahay,8,8,True
Proyektong aalisan ng pondo isapubliko–solon,12,1,False
SINABI ni Presidential Spokesperson Harry Roque na handa na ang Metro Manila na ilagay sa general  quarantine (GCQ) mula sa kasalukuyang modified  quarantine (MECQ) sa harap naman ng inaasahang public address ni Pangulong Duterte mamayang gabi.,8,5,False
Hazard pay sa workers na malapit sa Taal isinulong,5,5,True
"KINASUHAN ng pulisya ang 57 indibidwal, kabilang ang mga opisyal ng barangay, na pinaboran umano ang mga kapamilya at kaibigan sa pamimigay ng ayuda mula sa Social Amelioration Program (SAP).",6,3,False
"Bagyong Ambo patuloy sa paghina, magiging LPA na lang",8,8,True
By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy.,14,14,True
"HIV cases sa Negros Occidental talamak na, mga awtoridad naaalarma",8,8,True
"SA kabila ng kautusan ng Department of Labor and Employment (DOLE) at Department of Trade and Industry (DTI) na bigyan ng personal protective equipment (PPEs)ang kanilang mga empleyado para sa pag-iwas  at pagkontrol sa COVID-19, ilang mga supermarket ang hindi tumutupad dito.",8,1,False
IPINATITIGIL ng Bayan Muna ang isinasagawang “Online Tokhang” sa mga tumutuligsa sa gobyerno.,6,6,True
Inaprubahan ng Inter-Agency Task Force ang hirit ng Professional Regulation Commission na magsagawa ng licensure examinations for professionals sa Mayo at Hunyo ngayon taon.,5,5,True
TINIYAK ng Palasyo na aabot sa P250 bilyon hanggang P400 bilyon ang pondong magagamit ng gobyerno kontra coronavirus disease (COVID-19) matapos pirmahan ang Bayanihan to Heal as One Act o Republic Act No. 11469.,1,1,True
"Buwis sa junk food, fast food iminungkahi",5,5,True
NBI inatasan na imbestigahan ang PDEA-PNP shootout sa Quezon City,6,6,True
KINUMPIRMA ng Palasyo na binawi na ng Inter-Agency Task Force for the Management of Emerging Infectious Disease (IATF) ang travel ban na naunang ipinatupad laban sa Taiwan.,8,13,False
US FDA nagbabala: ‘Benadryl Challenge’ sa TikTok nakamamatay,8,8,True
"Hinamon ng think-tank group na Infrawatch PH, si Presidential Anti Crime Commission (PACC) Commissioner Greco Belgica na huwag magkubli at matapang nitong pangalanan ang 12 kongresista na corrupt na pumoporsiyento sa DPWH projects.",12,6,False
"NAKUHAAN umano ng mga baril, bala at patalim ang dalawang lalaki na tinangkang takasan ang mga pulis na sumita sa kanila dahil sila ay magka-angkas sa motorsiklo sa Quezon City.",6,6,True
Benepisyo ng mga manggagawa sa ilalim ng Bayanihan 2 ibigay bago mag-Pasko,9,1,False
NAG-ABISO ang Maynilad Water Services Inc. na magkakaroon ng “water supply interruptions” o kawalan ng suplay ng tubig sa ilang bahagi ng Metro Manila at Cavite.,1,1,True
‘Pink netizens’ nanawagan na isama na si Monsour del Rosario sa senatorial slate ng Leni-Kiko tandem,12,11,False
"NASAWI isang pulis, kagawad, at barangay treasurer sa magkahiwalay na insidente ng pamamaril sa Jovellar, Albay.",6,6,True
"NASAWI ang 23-anyos na estudyante dahil umano sa hazing ng fraternity, sa Bulan, Sorsogon, nitong Linggo, ayon sa pulisya.",6,6,True
Sa harap ng pagbubunyag ni Senator Panfilo Lacson na bilyun-bilyong infrastructure budget insertions ng mga kongresista para sa kanilang mga distrito na ipinaloob sa 2021 national budget ay ang katotohanan naman na may mga sektor ang salat sa pondo batay na rin sa inihayag ni Senate President Pro Tempore Ralph Recto na 2.3 million estudyante ang hindi nakakapagpartisipa sa distance learning dahil wala pa rin kuryente sa maraming lugar sa bansa.,1,1,True
"SINISI ngayong gabi ni Pangulong Duterte ang leftist group sa kawalan ng national ID sa bansa na aniya’y maaari sanang magamit para sa mabilis na distribusyon ng P5,000 hanggang P8,000 Social Amelioration Program (SAP).",12,12,True
GINISING ng magnitude 5.4 lindol ang malaking bahagi ng Luzon kabilang na ang Metro Manila kanina.,8,8,True
"2,455 OFWs nahawa ng COVID-19",8,8,True
"Kita ng PCSO ngayong 2020, bagsak",0,0,True
"Bilang ng kaso ng COVID-19 sa Pilipinas, nasa 398,449 na",8,8,True
"8 nominado para sa bakanteng pwesto sa Korte Suprema, inilabas na",12,4,False
NAGSAMA-SAMA ang Anak Mindanao partylist at 58 iba pang civil society groups upang tutulan ang anti-terrorism bill na ipinasa ng Kongreso kamakailan.,12,12,True
Kamara may pagdinig kaugnay ng giyera kontra COVID-19,8,5,False
"LPA posibleng maging bagyo, asahan ang mas maulan na panahon – PAGASA",8,8,True
NAGPROTESTA ang daan-daang health workers sa harap ng Department of Health (DOH) head office sa Maynila nitong November 24.,11,11,True
Jillian Robredo sinigawan habang nangangampanya sa Baguio City,12,12,True
IKiNALUNGKOT ni  on labor and employment chairman Enrico Pineda na kinaladkad pa ng isang Spanish national na inaaresto ng pulis na kanyang binastos ang pangalan ni pambansang kamao at Sen. Manny Pacquiao.,12,6,False
"Apollo Quiboloy ‘wanted’ sa FBI, dalawa pang miyembro pinaghahahanap rin",6,6,True
2 lugar sa Taguig City balik ECQ,8,9,False
"INIHAHANDA na ng Department of Trade and Industry ang protocols para sa muling pagbubukas ng mga salons, barbershop at dine-in restaurants para sa mga lugar na nasa  quarantine dulot ng coronavirus pandemic.",8,5,False
KINASUHAN ng attempted murder ng pulisya sa hilagang China ang lalaki na inilibing nang buhay ang kanyang ina sa abandonadong puntod.,6,6,True
"NAI-TURN over na ng Department of Public Works and Highways (DPWH) sa Inter-Agency Task Force for Management of Emerging Infectious Disease (IATF-EID) at Philippine Coast Guard (PCG) ang “We Heal as One’ Center” sa Philippine Arena Complex sa Bocaue, Bulacan.",1,1,True
"Patuloy na bumubuti ang serbisyo ng internet sa bansa batay sa November 2020 report ng Ookla, ang global leader sa mobile at broadband network intelligence, testing applications at technology.",1,9,False
UMABOT sa pitong oras ang sunog sa isang industrial area sa Valenzuela City kagabi.,8,8,True
"KAHIT naka-shutdown ang Brgy. 20 sa Tondo, Maynila ay hindi nagpapapigil ang mga pasaway na residente at nagsilabasan pa rin sa kanila-kanilang mga bahay ang ito.",6,6,True
3 huli sa P105K shabu,6,6,True
INANUNSYO ng Philippine National Police (PNP) na magpapakalat sila ng mas maraming pulis ngayong Christmas season.,7,7,True
ISANG mobile rapid screening facility ang binubuo ng Bagong Henerasyon partylist at Rotary International District 3780 para sa mga kompanya na nais ipa-coronavirus disease 2019 test ang kanilang mga empleyado.,8,8,True
660 eskuwelahan ginagamit na COVID quarantine facility,8,1,False
TODO-tanggi ang asawa ni dating Sen. Ferdinand “Bongbong” Marcos Jr. na positibo sa nakamamatay na Covid-19 ang kanyang mister.,8,8,True
Walang balak si Pangulong Rodrigo Duterte na i-ban ang operasyon ng Facebook sa Pilipinas.,12,12,True
"Heart plano munang gumawa ng teleserye, pelikula bago mabuntis uli",14,14,True
"Mayroong 157  flights ang naka-schedule na umalis sa Ninoy Aquino International Airport (NAIA) ngayong araw ng Miyerkules, Disyembre 30.",14,9,False
"NASAWI ang isang 92-anyos na babae nang lamunin ng apoy ang kanyang bahay, sa Daraga, Albay, kaninang madaling-araw.",8,8,True
"UMABOT na sa 1,125,281 libreng sakay sa frontline health workers ang naibigay ng programa ng Department of Transportation sa buong bansa hanggang kahapon.",1,1,True
ECQ alisin sa mga lugar na walang COVID-19 case,8,5,False
Quezon Rep. Angelina Tan. (Larawan mula sa kanyang Facebook account),14,14,True
KINUMPIRMA ng Palasyo na isasailalim sa pagsusuri sa coronavirus diseases (COVID-19) si Pangulong Duterte matapos namang makasalamuha ang ilang opisyal ng Gabinete na nakaharap ang isa sa mga pasyenteng nagpositibo sa deadly virus.,8,8,True
"Online licensure exams posible ngayon taon, ayon sa PRC",9,5,False
"HALOS 7,000 na ang naisagawang swab test  testing ng Quezon City.",8,1,False
"NAREKOBER ng mga otoridad ang bangkay ng ginang na nawala matapos patayin at ilibing sa bakuran ng umano’y karelasyon nitong lalaki, sa Aborlan, Palawan.",6,6,True
BINALAAN ni Pangulong Duterte ang mga local government units (LGUs) na hindi susunod sa mga patakaran na ipinalabas ng pambansang gobyerno kaugnay ng  quarantine sa buong Luzon.,6,6,True
"BINARIL at napatay ng pulis ang 53-anyos na lalaki na nanghalihaw ng itak sa Infanra, Quezon kaninang Umaga.",6,6,True
Kaso ng COVID-19 umakyat na 33,8,8,True
HUWAG na umanong humalik sa partner kung hindi maganda ang pakiramdam.,8,8,True
MULING ibabalik ang kampanya kontra pulis na malalaki ang tiyan matapos namang ihayag ng National Capital Regional Office (NCRPO) na sisimulan sa susunod linggo ang programa para sa pagpapayat ng mga pulis.,5,8,False
Zambales nilindol,8,8,True
Word war nina Cayetano vs Velasco lumalala,12,12,True
NAARESTO sa Quezon City ang no. 1 most wanted person sa Aparri. Cagayan.,6,6,True
DOH dapat maging proactive sa COVID-19 response,8,5,False
24 OFWs nadagdag sa nahawa ng COVID,8,8,True
ISANG fire volunteer ang nasugatan sa sunog na tumupok sa tinatayang 20 bahay sa Quezon City kanina.,8,8,True
Aurora niyanig ng magnitude 3.1 lindol,8,8,True
"Hindi muli bababa sa 1,000 ang panibagong kaso ng coronavirus disease o COVID-19 sa Pilipinas.",8,8,True
Reporter na unang naglabas ng larawan ng bday celeb ni Sinas tinanggal sa viber group ng NCRPO,12,12,True
Pumalag si Deputy Speaker at Cagayan de Oro Rep. Rufus Rodriguez sa mga kritisismo sa paglobo ng bilang ng mga deputy speakers sa mababang kapulungan ng Kongreso.,12,12,True
KINUMPIRMA ng Department of Health ang 32 bagong kaso ng coronavirus disease (COVID-19) Sabado ng tanghali.,8,8,True
NAGPOSITIBO sa COVID-19 ang isang preso sa New Bilibid Prison (NBP).,8,8,True
PUMALO sa 50 degrees Celsius ang pinakamataas na heat index o alinsangan kahapon.,8,8,True
Duterte sa mga LGUs na hindi tatanggap ng OFWs: Magkakagulo tayo,12,7,False
MULING ipinagtanggol ni Pangulong Duterte si Health Secretary Francisco Duque III sa harap naman ng mga alegasyon laban sa kanya partikular ang mga umano’y overpriced na PPE.,12,12,True
"Pagtawag sa kanya ng ‘bitch’ ni Duterte, panglihis sa tunay na isyu, sabi ni De Lima",12,12,True
88% ng Pinoy naniniwalang malalampasan ng PH ang COVID-19–survey,11,11,True
Finance center ng Philippine Army nasunog,8,7,False
Nalulungkot ang Palasyo ng Malakanyang na mas kaunti ang bilang ng mga Pilipino na maligaya sa bansa ngayong taon kumpara noong nakaraang taon.,9,11,False
Nahawa ng COVID gumaling matapos ang 1 buwang gamutan,8,8,True
"Bulkang Taal sumabog, alert level 2 itinaas",8,8,True
Queen Elizabeth II pumanaw na sa edad na 96,14,14,True
SIMULA sa Lunes ay bibiyahe na ang 980 UV Express sa 47 ruta Metro Manila at mga karatig na lugar.,1,1,True
"P65M jackpot nasungkit sa Isabela, 6/58 jackpot lolobo pa",14,14,True
"Chapel, 4 bahay sinunog ng hinihinalang NPA",6,7,False
"IPINAGTANGGOL ng Palasyo ang pagkakahirang kay Presidential Adviser on the Peace Process Secretary Carlito Galvez, Jr. bilang Chief Implementer ng Inter-Agency Task Force (IATF) kontra coronavirus disease (COVID-19).",12,12,True
"Malinaw na plataporma sa mga kakandidato sa eleksyon 2022, hiling ng isang grupo",11,12,False
"SINUSPINDE ngayong araw ng Palasyo ang pasok sa lahat ng antas at maging ang pasok sa mga tanggapan ng gobyerno sa Metro Manila, Calabarzon at Region 3 dahil sa nararanasang ashfall dulot ng pagputok ng Bulkang Taal.",8,8,True
Inihayag ng Department of Education (DepEd) na tutulong ang mga guro sa pampublikong paaralan sa paghahatid ng mga impormasyon ukol sa pagpapabakuna laban sa Covid-19.,1,8,False
Gag order sa isyu ng franchise ng ABS-CBN suportado ng Palasyo,4,4,True
Empleyado tulungan sa new normal,9,9,True
10 huli sa anti-drug operation sa QC,6,6,True
"TATLONG kasapi ng New People’s Army ang napatay at isang sundalo ang nasugatan, nang makasagupa ng mga tropa ng pamahalaan ang rebeldeng grupo sa Bindoy, Negros Oriental.",6,7,False
"Bagyong Obet palabas na ng bansa, 3 sama ng panahon posibleng magdala ng ulan",8,8,True
"OFWs na nahawa ng COVID 2,140 na",8,8,True
Nakapagtala ng rockfall event ang Phivolcs sa Bulkang Mayon sa nakalipas na 24 oras.,8,8,True
"Pangulong Duterte, walang balak i-ban ang operasyon ng Facebook sa Pilipinas",12,12,True
PINALAWIG ng Department of Agriculture ang prize freeze sa mga agricultural products sa Metro Manila.,0,1,False
Kailangan mo bang kumuha ng travel pass kung papasok ka sa trabaho mo?,8,9,False
"Birthday boy Sinas di sisibakin, mahirap siyang palitan–PNP chief",12,12,True
PINAGHAHANAP sa bansa ang pari na taga-Spain na inakusahang nang-abuso ng mga menor de edad sa kanilang bansa.,6,6,True
INIHAYAG ni Inter-Agency Task Force (IATF) spokesperson at Cabinet Secretary Karlo Nograles na bawal na ang pamimili ng tingi sa Balintawak matapos naman ang nangyaring kontroberya kung saan dinumog ito ng mga mamimili kahapon sa kabila ng umiiral na lockdown.,8,6,False
"Ito ang paalala ni Preventive Education and Health Reform Advocate Dr. Anthony Leachon kay House Speaker Lord Allan Velasco bilang reaksyon sa naging pahayag nito na priority ang mass vaccination para sa 8,000 mambabatas at kawani ng House of Representatives sa oras na maging available na ang bakuna laban sa COVID-19.",8,3,False
QC gov’t nagbigay ng tent para sa mga pasahero ng MRT3,9,9,True
"3 dakip, P102M shabu nasabat sa Cavite",6,6,True
"Echague, Isabela nakapagtala ng pinakamataas na temperatura kahapon",8,14,False
Nanawagan si Transportation Secretary Arthur Tugade sa mga tsuper ng mga pampublikong sasakyan (PUVs) na magpa-rehistro at lumahok sa “Service Contracting Program” na isinusulong ng Land Transportation Franchising and Regulatory Board (LTFRB).,9,5,False
NAGBANTA si Pangulong Duterte sa New People’s Army (NPA) na mapipilitan siyang magdeklara ng martial law dahil sa patuloy na pag-atake ng rebeldeng grupo.,7,7,True
DAHIL sa masamang panahon at patuloy na pag-ulan sa ilang bahagi ng bansa ay nagsuspinde na ng klase ang mga paaralan sa ilang probinsya sa Visayas.,8,8,True
National ID kailangan para mapabilis ang tulong ng gobyerno,5,1,False
"TUMAAS ang presyo ng mga bilihin noong Enero, ayon sa Philippine Statistics Authority.",0,0,True
"MATINDI ang naging pananalasa ng bagyong Paeng sa ilang lugar sa Mindanao at dahil diyan, maraming netizens ang sumasaklolo sa social media.",8,8,True
Nagpaabot ng pakikiramay si Presidential Communications Secretary Martin Andanar sa naulilang pamilya ni Dumanjug Mayor Nelson Garcia.,12,14,False
Virus mula China nakapasok? Western Visayas naka-alerto,8,8,True
Dayuhan nagbigti sa Roxas Blvd,8,14,False
TINIYAK ni Trade Secretary Ramon Lopez na aabot sa limang milyong face masks ang parating matapos mangako ng suplay ang lokal na manufacturer sa Bataan sa harap ng banta ng coronavirus disease (COVID-19).,8,1,False
"2 banyaga, 1 Pinay dakip sa P4.08M shabu",6,6,True
Meralco customers pinayuhan na hintayin ang bagong bill bago magbayad,9,1,False
"SINIMULAN na sa Oxford, England ang unang human trial ng bakuna laban sa coronavirus.",8,8,True
"Ginahasa ang flight attendant na si Christine Angelica Dacera, ayon sa imbistigasyon ng pulisya sa kasong naganap noong Bisperas ng Bagong Taon sa Makati City na itinuturing nitong sarado na.",6,6,True
"Hindi ‘yan dahil sa talentong Pinoy, masarap na pagkain o magandang tanawin, ngunit dahil sa bagong itsura ng isang pera na papel.",14,10,False
"Workshop sa paggawa ng ceramic dildo, lumikha ng malaking kontrobersiya sa New Zealand",14,10,False
NAG-ALOK ng pabuya ang Rizal Provincial government sa makapagtuturo sa tumambang kay Teresa Mayor Rail Palino kahapon.,6,6,True
Kaso ng COVID-19 sa PH umakyat na sa 380; nasawi nasa 25,8,8,True
WALONG lugar sa bansa ang positibo sa tinatawag na “toxic red tide.”,8,8,True
HINILING ng National  Commission sa Korte Suprema na huwag pagbigyan ang hiling na temporary restraining order ng ABS-CBN laban sa cease and desist order nito.,4,4,True
Gaano raw ba kahirap magpakita ng simpatya sa panahong ito?,2,14,False
Mensahe ni PBBM ngayong Semana Santa: Maging daan tungo sa pagbabago at tagapaghatid ng katotohanan,2,2,True
PUMALO na sa 55 ang bilang ng mga pulis na nagpositibo sa 2019-Coronavirus disease (COVID-19).,8,8,True
"Cash aid mula DSWD isinugal, pamilya dakip",6,6,True
"Travel ban sa mga Chinese nationals mula Hubei, iba pang lugar sa China na apektado ng NCoV ipinag-utos ni Duterte",8,7,False
UMAPELA ang Catholic Bishops’ Conference of the Philippines sa mga Katoliko na itigil ang paggamit ng cellphone at iba pang gadget sa Semana Santa.,2,2,True
Mini-truck nabangin: 2 sugatan,8,8,True
INAASAHAN ng Kamara de Representantes ang pagsipot ni Solicitor General Jose Calida sa pagdinig ng prangkisa ng ABS-CBN 2.,12,4,False
"DepEd: Papasok na Kinder, Grade 1, 7, 11 pwede na magpalista",9,1,False
Nagpatupad ng physical closure sa Municipal Trial Court in Cities (MTCC) Branch 1 ng San Jose City sa Nueva Ecija.,8,1,False
Pamilya ni FVR nangakong isasapubliko ang detalye ng burol at libing: We thank you all for respecting our privacy…,14,14,True
Nag-akusa kay Ping timbog sa estafa,6,6,True
Pangulong Duterte handang magpaturok galing China o Russia,12,12,True
Nadagdagan pa ang mga lugar sa Quezon City na isinailalim sa Special Concern Lockdown Areas (SCLA).,8,8,True
KUNG hanggang 50 taon lamang umano maaaring mag-operate ang isang kompanya na kumukuha ng prangkisa sa Kongreso marami umano ang lumalabas sa Konstitusyon.,4,4,True
"P4.7-B halaga ng service contracting payouts naibigay na sa mga driver, operator",9,1,False
Sen. Bong Revilla Jr. isinugod sa ospital,8,14,False
"DOH sa publiko: Wag bumili, kumain ng isda sa Taal Lake, Batangas",8,8,True
NATAGPUANG paulutang-lutang kahapon ang katawan ng barangay chairman na nalunod sa Cagayan River sa Isabela noong kasagsagan ng bagyong Ambo noong Sabado.,8,8,True
SINABI ni Philippine Institute of Volcanology and Seismology (Phivolcs) director Renato Solidum,8,14,False
"AYON sa survey ng Publicus Asia, mas maraming Pilipino ang handang-handa nang mamasyal at magbakasyon ngayong panahon ng tag-init.",11,11,True
Hiniling ni Ombudsman Samuel Martires sa Kongreso na amyendahan ang Republic Act 6713 o ang Code of Conduct and Ethical Standards of Public Official and Employees.,5,5,True
31 OFW nadagdag sa listahan ng nahawa ng COVID-19,8,8,True
NAGPALABAS ng Show Cause Order ang Department of Interior and Local Government laban sa dalawang kapitan at dalawang kagawad ng barangay na lumabag umano sa ipinatutupad na Enhanced Community Quarantine.,6,6,True
"Pamilya, 2 pa dakip sa drug den",6,6,True
"Kabilang ang Pilipinas sa 10 bansa sa mundo na nangunguna sa larangan ng pamumuhunan sa telekomunikasyon, ayon sa IMD World Digital Competitiveness Rankings of 2020.",9,0,False
39 huli sa paglabag sa curfew,6,6,True
"Licensure exams sa Enero-Marso 2021, tuloy na",9,1,False
IPINASARA ni Governor Jonvic Remulla ang lahat ng mall sa Cavite dahil sa pag-abuso at hindi pagsunod sa social distancing guidelines ng mga pumunta sa mall noong weekend.,6,6,True
"Clinical trial ng WHO sa COVID-19 vaccine, simula na sa Disyembre",8,8,True
TULUYAN nang ipinatigil ng National  Commission ang pagpapalabas ng ABS-CBN sa TVplus at ipinasara ang subsidiary nito na SkyCable dahil sa expired na prangkisa.,4,6,False
Hiniling ng National  Commission (NTC) na paluwagin na rin ang proseso ng pagkuha ng permit para sa paglalatag ng fiber optic networks sa bansa.,5,1,False
"St. Lukes nanawagan sa COVID-19 survivors, magdonate ng dugo",8,8,True
"China Telecom, ikatlong telco?",14,1,False
MAY kababalaghan na natagpuan sa construction site sa loob  ng Department of Justice sa Padre Faura sa Maynila.,6,14,False
"APAT sa bawat limang Filipino ang lumalabas ng bahay 1-3 beses kada linggo, ayon sa survey ng Social Weather Stations.",11,11,True
"Pangako ni Duterte sa taas-suweldo sa mga guro, napako na nga ba?",5,12,False
"Hindi bababa sa 2,000 ang naitalang bagong kaso ng Coronavirus Disease o COVID-19 sa Pilipinas.",8,8,True
Doktora pisak sa truck,8,8,True
"Mahigit 4,000 muli ang nadagdag sa bilang ng mga tinamaan ng Coronavirus Disease o COVID-19 sa Pilipinas.",8,8,True
Marikina nakahanap na ng bagong lokasyon ng COVID-19 testing center,8,1,False
Covid patient nag-suicide sa ospital,8,8,True
Duterte inatasan ang DILG na imbestigahan ang mga sangkot sa sabong at inuman,6,6,True
Tag-ulan nagsimula na- PAGASA,8,8,True
Online payout ipatutupad ng QC,5,5,True
