text,code_frames,label
"Food poisoning, 4 vehicular accidents recorded this Holy Week – NDRRMC",9,8
"President Ferdinand ""Bongbong"" Marcos Jr. on Tuesday called on the Home Development Mutual Fund, better known as the Pag-IBIG Fund, to build on its current momentum after it posted its best performing year in 2022 with a net  of P44.50 billion.",1,0
DOJ assures assistance for Bangladesh over 2016 bank heist,14,13
"NBI cracks down on human traffickers in Pasay, Cavite",7,6
"Months after telling media that flying to Switzerland for the World Economic Forum (WEF) is “traveling too much,” President Ferdinand Marcos Jr. is in Davos to attend the annual gathering of the world’s business and political elite.",14,13
More SIM registration booths needed as deadline nears,10,9
"MANILA – The Puerto Princesa, Palawan-based Western Command  on Wednesday announced that it has flown back to Manila 11 of the 28 survivors of the ill-fated yacht M/Y Dream Keeper, which sank off Tubbataha Reef due to a squall on April 30.",9,8
MANILA -- The Civil Service Commission (CSC) on Thursday enjoined all government agencies to use Philippine Tropical Fabrics (PTF) for employee uniforms as a way to instill patriotism and nationalism among public officials and employees.,11,10
The Ateneo de Manila University has approved the implementation of a co-education system granting access to female students in its basic education schools.,4,3
DOJ seeks legislation for ‘comfort women',7,6
"MANILA – The northeast monsoon or ""amihan"" will bring rain showers across Luzon on Wednesday, the weather bureau said.",10,9
"Incoming PCOO chief to push for vlogger accreditation, review Palace coverage policies",6,5
MANILA – The chair of the House Committee on Dangerous Drugs on Friday expressed his full support to the resolution defending former President Rodrigo Duterte against the International Criminal Court (ICC) probe into the anti-illegal drug campaign during his presidency.,13,12
MANILA – Three ranking police officials were included in the latest reorganization in the Philippine National Police (PNP).,13,12
MANILA – A lone bettor from Davao Del Sur has  the latest millionaire after winning the PHP29.7-million jackpot of the Grand Lotto 6/55 on Saturday.,15,14
"MANILA – The Philippine National Police (PNP) said it is now focusing its investigation on so-called ""main players"" who have assisted the gunmen in the killing of Negros Oriental Governor Roel Degamo and eight others last March 4.",7,6
MANILA – The city government of Manila will suspend the vaccination against coronavirus disease 2019 (Covid-19) to give way to the observance of Holy Week.,9,8
(Editor’s note: An earlier version of this story referred to the respondents as the students rather than Filipino adults.),15,14
"Philippine Army (PA) and United States Army troops trained together in Pekiti-Tirsia Kali  tracking on Tuesday, April 18, as part of this year’s Exercise Balikatan.",8,7
"MANILA – House Deputy Speaker and Batangas 6th District Rep. Ralph Recto on Sunday called on authorities to stop relying on “lamppost CCTVs” in piecing post operation evidence and instead source the footage from the equipment they carry before, during and after drug operations.",7,6
DOH to Marcos: No need to bring back mandatory face mask policy,9,8
Cheloy Garafil gets CA nod as PCO chief,13,12
"MANILA, Philippines – Tensions ran high between a lawmaker and a gender equality advocate during the second House hearing on the bill seeking to prohibit discrimination on the basis of sexual orientation, gender identity, and gender expression (SOGIE).",4,3
Solon wants to get rid of unnecessary LTO fees,10,9
"MANILA, Philippines – Lawmakers confirmed on Wednesday, September 28, the appointment of Enrique Manalo as the Philippines’ foreign secretary, paving the way for a career diplomat to steer the Department of Foreign Affairs (DFA) for the first time in nearly two decades.",13,12
"President Ferdinand ""Bongbong""  Marcos Jr. vows to continue the projects of the previous administration as he sends a video greeting to his predecessor, former President Rodrigo Duterte, who celebrated his 78th birthday on Tuesday.",13,12
"MANILA, Philippines – The Supreme Court (SC) has directed trial court judges to prioritize cases involving domestic violence against women and children, which have seen a spike during the COVID-19 pandemic, Chief Justice Alexander Gesmundo said on Thursday, March 31.",7,6
MANILA – The Department of the Interior and Local Government (DILG) on Thursday ordered the Philippine National Police (PNP) and the Bureau of Fire Protection (BFP) to maximize efforts to ensure peace and order during the observance of the Holy Week.,8,7
"Rappler Recap: Marcos’ first state visits to Indonesia, Singapore",14,13
Remulla orders creation of special task force to handle 23 political killings in Negros Oriental,8,7
Trigger warning: This video contains descriptions of sexual harassment and predatory behavior.,7,6
"MANILA – A 20-year-old man posing as a police officer was arrested in Makati City, Southern Police District (SPD) Director, Brig. Gen. Kirby John Kraft said on Monday.",7,6
DOJ starts process to designate Arnie Teves a ‘terrorist’,7,6
Passengers advised to coordinate with airlines ahead of May 17 airspace shutdown,10,9
Sandigan denies ex-Isabela town mayor’s plea for detention in municipal police station,5,4
"A manhunt operation has been launched against former Bureau of Corrections (BuCor) chief Gerald Bantag and former BuCor deputy officer Ricardo Zulueta, the Criminal Investigation and Detection Group (CIDG) said Friday.",7,6
"MANILA – A joint operation by the Bureau of Immigration (BI), the Cybercrime Investigation and Coordinating Center (CICC), and the Military Intelligence Group (MIG) resulted in the arrest of three suspected members of a Sikh extremist group in an apartment in Iloilo City earlier in March.",8,7
"MANILA, Philippines – The Supreme Court (SC) recently acquitted a broadcast journalist of libel charges filed by Cebu Governor Gwendolyn Garcia.",7,6
"The government will spearhead a nationwide digital media literacy drive this year in a bid to teach the vulnerable sector “to be discerning of the truth” in social media, a Presidential Communications Office (PCO) official said.",6,5
"Marcos hopes for a 5-minute travel between Caloocan, Manila",10,9
Two officers of the Philippine National Police (PNP) have been cited in contempt by the Senate Committee on Public Order and Dangerous Drugs for allegedly lying under oath about their involvement in a drug case.,7,6
MANILA – The Philippine government on Tuesday said it is a “necessity” to enhance defense capabilities amid what it calls “repeated infringements” on its sovereignty and rights in the South China Sea.,8,7
Palacio Del Gobernador employees GSIS members -- COA,2,1
"Labor unions are calling for President Ferdinand “Bongbong” Marcos Jr. to ratify the International Labour Organization Convention 190 (ILO C190), which seeks to protect workers from violence and harassment.",6,5
"DSWD, Abra LGU extend cash aid to 2.8K solo parents",10,9
Arnie Teves' lawyer says he had weapons removed from solon's QC home,7,6
MANILA – The Philippine government on Friday called on parties involved in the ongoing Ukraine war to settle the conflict peacefully as the world marks one full year since Russia launched a military attack on the east European state.,14,13
Remulla: ICC talk with EU MPs lasted less than three minutes,14,13
Rappler Recap: The last night of FVR’s wake,15,14
"MANILA, Philippines – Despite pledges to reduce coal exposure, Philippine banks financed $867.08 million (P48.97 billion) worth of coal and fossil fuel projects from the period of April 2022 to March 2023, according to a new report released on Tuesday, April 18.",1,0
MANILA – A total of 53 individuals were saved from drowning by first responders during the Holy Week from April 2 to 10.,9,8
"MANILA, Philippines – President Ferdinand Marcos Jr. will allow blended learning to continue in “very specific” areas even after the October 31 transition period set by the Department of Education (DepEd), Malacañang said in a statement on Wednesday, July 20.",10,9
The Philippine Port Authority’s (PPA) board members have yet to see clear benefits from its new order seeking to implement an additional container monitoring system.,6,5
"The  risk of transmission from buried COVID-19 vaccine vials is ""very minimal,"" Department of Health officer-in-charge Maria Rosario Vergeire said Thursday as she assured the Senate blue  that the current disposal process of wasted vaccines is ""safe.""",9,8
"MANILA/LAOAG – The Supreme Court on Friday announced 3,992 out of 9,183 hurdled the Bar examinations held in November last year -- a passing rate of 43.47 percent.",2,1
"MANILA, Philippines – Jose Maria “Joma” Sison, founding chair of the Communist Party of the Philippines, has died, the CPP announcement on Saturday, December 17. He was 83.",13,12
Marcos wants PH to produce own farm machineries,2,1
Alvarez's push for marijuana decriminalization to take center stage on April 20 'family day',6,5
"Ejercito suggests command center, scanning system for PNP checkpoints",8,7
"BANGKOK, Thailand – In President Ferdinand Marcos Jr.’s first meeting with a Middle Eastern head of state, and in the middle of a global oil crisis, it wasn’t the country’s oil supply that made up “most” of the discussion. It was the Philippines’ biggest export: its labor force.",2,1
DOJ offers P5 million reward for information on Negros Oriental governor's killers,7,6
"At least 6,000 patients have been served by the Bayanihan E-Konsulta or free online medical consultation program of Angat Buhay, a non-profit unit chaired by former Vice President Leni Robredo.",9,8
Police generals covered up cop’s arrest in massive shabu bust – Abalos,7,6
"On Valentine's Day, Rep. Alvarez renews push for civil partnership for same-sex couples",6,5
"MANILA, Philippines – The Philippine government, through the Office of the Solicitor General (OSG), sent its appeal brief to the International Criminal Court’s (ICC) Appeals Chamber, urging the body to suspend its probe into drug war killings in the country.",5,4
"Nearly 115,000 service connections of Maynilad Water Services Inc. are set to experience up to 57 hours of water interruptions in  week, as the concessionaire seeks to repair a major leak on its primary line in Makati.",2,1
"MANILA – The national government is “lucky” to have Jose “Jerry” Acuzar as the secretary of the Department of Human Settlements and Urban Development (DHSUD), President Ferdinand R. Marcos Jr. said on Monday.",13,12
"Compensation hike for victims of unjust imprisonment, violent crimes sought",6,5
Dengue cases up by 94% in first quarter of 2023 vs. same period in 2022,9,8
BI nabs overstaying Nigerian in Pasig,7,6
MANILA – The Philippines can expect increased development cooperation with Ottawa as the Canadian government implements its 2.3 billion Canadian dollar Indo-Pacific strategy that seeks to position Canada as a reliable partner in the region.,14,13
"Japan, UNICEF donate digital learning resources to Valenzuela",14,13
"Pregnancy shouldn't be a reason for teenage girls who dropped out of school to not finish their studies because the government is providing ways for them to continue their education, Vice President Sara Duterte said on Wednesday.",10,9
"The Department of Health (DOH) registered 781 new COVID-19 cases on Thursday, pushing the active tally to 4,960.",9,8
"MANILA, Philippines – The United States’ new envoy to the Philippines, Ambassador MaryKay Carlson, met with President Ferdinand Marcos Jr. on Friday, July 22, in a swift effort to bolster ties between the two longtime allies.",14,13
DA seizes P40M worth of misdeclared agri products,7,6
Bato says Pryde Teves’ ‘makeshift’ firing range at sugar mill illegal,7,6
MANILA – President Ferdinand R. Marcos Jr. has signed an administrative order creating an  for  of the 125th anniversary of Philippine independence and nationhood.,11,10
MANILA – The House Committee on Population and Family Relations on Thursday approved a bill seeking civil recognition of church annulment to make it accessible and not expensive for many Filipinos.,10,9
SC affirms ruling disallowing P15-M benefits to PhilHealth employees,5,4
SC rejects clemency for dismissed judge in Delfin Lee case,7,6
"MANILA – Majority of the Filipinos are satisfied with the performance of Vice President Sara Duterte, who received an “excellent” overall grade, according to a Social Weather Stations (SWS) net satisfaction survey.",12,11
"Comelec, watchdogs welcome enactment of Bangsamoro electoral code",13,12
"China decries 'false accusations' of PH, US over South China Sea row",14,13
"MANILA, Philippines – A new rule for “small” cases in first level courts will take effect on Monday, April 11, as the Supreme Court promises a fast resolution of five months for cases that used to take five years.",6,5
"Australia called for “peace, stability and respect” for the United Nations Convention on the Law of the Sea (UNCLOS) following the incessant incursions being made by China in disputed areas of the South China Sea.",14,13
"Senator Robin Padilla, chairman of the Senate Committee on Constitutional Amendments and Revision of Codes, plans to release  reports on the measures seeking to amend the 1987 Constitution.",5,4
"MANILA, Philippines – Senator Grace Poe said it was “symbolic” that her final phone conversation with her late mother, renowned veteran actress Susan Roces, was the passage of the foundling law that both of them have championed for.",13,12
"House leader wants buying, selling of fake receipts non-bailable",6,5
BFAR gears up for El Niño to ensure ample food supply,2,1
Arrested rebel a symbol of Marcos atrocities against women dissidents,13,12
"The number of suspected Chinese maritime militia vessels in and around Pag-asa Island and the Sabina Shoal has decreased, the Philippine Coast Guard (PCG) said on Friday.",8,7
DBM: P1.89B earmarked for electrification programs,2,1
The Department of Health (DOH) on Thursday vouched for the integrity of nine of its officials who were ordered a six-month suspension by the Office of the Ombudsman after being involved in the allegedly anomalous procurement of COVID-19 supplies in 2020 and 2021.,7,6
"House OKs e-governance, evacuation centers bills",6,5
LPA likely to become tropical cyclone this weekend,15,14
"Gen. Benjamin Acorda, Jr., newly-installed chief of the Philippine National Police (PNP),  to download more funds and other logistical support to police units on the ground as they are on the frontline of law enforcement operations.",2,1
"MANILA, Philippines – The Philippine Center for Investigative Journalism on Tuesday, November 15, held a forum, which highlighted the poor state of the country’s prison system.",2,1
PH logs 121 new cases of Omicron subvariants,9,8
"MANILA, Philippines – A majority or 51% of Filipinos find it difficult to spot fake news on television, radio, or social media, according to the results of a Social Weather Stations (SWS) survey held in December 2021 and released on Friday night, February 25.",12,11
MANILA – Cagayan De Oro City 2nd District Rep. Rufus Rodriguez is pushing for a bill that seeks to lengthen the term of office of barangay and Sangguniang Kabataan (SK) or youth council officers to five years in order to avoid divisiveness and ensure stability in the barangays.,6,5
MANILA – The Quezon City police arrested Wednesday a big-time drug peddler and seized from him around PHP3.4 million worth of suspected shabu.,7,6
Lawyer blocked because his 'client' alleged middleman in Degamo slay doesn't know him —PNP,7,6
Commuters urge transport groups to end strike,10,9
"China has ""advised"" the Philippines to oppose Taiwan independence instead of offering the US access to its military facilities near the Taiwan strait, Chinese Ambassador to the Philippines Huang Xilian said on Friday.",14,13
De Lima camp will push again for bail to seek temporary release,7,6
"Family and friends remember ‘simple, decent’ Noynoy Aquino who served without fanfare",13,12
No extension of PH contingent's 2-week stay in Türkiye: OCD,14,13
"MANILA – President Ferdinand R. Marcos Jr. has ordered the abolition of the Department of Finance’s (DOF) One-Stop-Shop Inter-Agency Tax Credit and Duty Drawback Center (OSS Center), as part of his administration’s policy to rightsize the bureaucracy.",13,12
"MANILA – Forty-one percent of Filipinos are now supportive of amending the 1987 Constitution, according to the new survey results released by Pulse Asia on Tuesday.",12,11
"MANILA, Philippines – The Department of Education (DepEd) said on Monday, April 18, that classes in all levels in public schools will be suspended from May 2 to 13 due to “national election-related activities.”",10,9
"The Japanese government has extended its invitation to the Philippines to take part in the education development training after a meeting with Vice President Sara Duterte on Wednesday, May 3.",14,13
MANILA – The Land Transportation Franchising and Regulatory Board (LTFRB) will soon implement a fare discount scheme for Public Utility Vehicle (PUV) passengers through the Service Contracting Program (SCP).,10,9
"Sandiganbayan clears ex-Agri chief Alcala of graft, but orders him to pay for 'negligence'",7,6
MANILA – The National Disaster Risk Reduction and Management Council (NDRRMC) on Thursday called on the public to participate in all earthquake drills aimed at reducing casualties as there are still no means to predict when temblors would occur.,9,8
Marcos campaign aides join ‘reorganized’ Malacañang communications arm,13,12
"MANILA – Japan intends to foster closer cooperation with the Association of Southeast Asian Nations (ASEAN) as a way to ensure security and prosperity in the region, the Japanese Ministry of Foreign Affairs (MOFA) said Tuesday.",14,13
"House constitutional amendments panel chairperson Rufus Rodriguez of Cagayan de Oro on Thursday pushed back on Senate President Juan Miguel Zubiri's remarks on the motives of the House of Representatives in amending the 1987 Constitution, saying Zubiri should accord his colleagues good faith.",13,12
MANILA – A local firm has asked the Pasig Regional Trial Court (RTC) Branch 157 to rule on the fate of a foreign national who allegedly fled the country shortly after estafa charges have been filed against him and others.,7,6
"MANILA, Philippines – The Senate blue  is  the filing of multiple  – including graft and plunder – against President Rodrigo Duterte’s former economic adviser Michael Yang, and government officials and executives linked to the pandemic deals with Pharmally Pharmaceutical Corporation.",7,6
CIDG busts gang that tried to extort from Senate President Zubiri,7,6
The House of Representatives on Monday approved a bill establishing evacuation centers in every city and municipality in the country on third and final reading.,6,5
"MANILA, Philippines – Former foreign secretary Albert del Rosario, best remembered for helping bring China to court, died at the age of 83, the Department of Foreign Affairs (DFA) announced on Tuesday, April 18.",15,14
New defense chief Galvez vows to protect integrity of military appointments,3,2
BI nabs foreign official allegedly wanted in Mongolia for corruption charges,7,6
DOJ submits 23 case folders on Degamo killing,7,6
"The Land Transportation Franchising and Regulatory Board (LTFRB) has opened 10,300 more slots for transportation network vehicle service (TNVS) units operating in Metro Manila which will be available starting April 17.",2,1
"DA to comply with SC's order vs propagation of genetically modified rice, eggplant",5,4
P239-B worth of investment projects now in implementation phase,1,0
"Harris visit ‘won’t cause problems’ with China, says Marcos",14,13
"PH, US Navy fleets to tackle cooperation, exchanges in 3-day meet",14,13
"MANILA, Philippines – Former Bureau of Corrections (BuCor) director general Gerald Bantag, who was recently suspended over the death of the alleged middleman in the Percival “Percy Lapid” Mabasa case, criticized the administration of President Ferdinand Marcos Jr.",13,12
"PBBM, Sara get high March approval, trust ratings: OCTA",12,11
"MANILA, Philippines – The camp of detained former senator Leila de Lima opposed the prosecutors’ motion to reopen her case after the judge already set the promulgation for early May.",5,4
PBBM OKs creation of unified system for gov’t transactions,6,5
Department of Migrant Workers (DMW) Secretary Susan Ople called on overseas Filipino workers (OFWs) in Sudan to return to the Philippines and be safe with their families amid the ongoing conflict in the said African country.,10,9
MANILA – The Italian Navy is looking at the possibility of having more engagements with the Philippine Navy (PN) in the future.,14,13
"LIVESTREAM: Palm Sunday 2022 – Mass with Bishop Ambo David, CBCP president",3,2
Vergeire: I am now ready to be appointed DOH secretary,13,12
"MANILA, Philippines – Jaime “Jimmy” Tadeo, peasant leader and one of the framers of the 1987 Constitutional Commission, died, Tadeo’s daughter confirmed to Rappler on Sunday afternoon, March 26. He was 84.",15,14
"PBBM orders deferment of LRT 1, LRT 2 fare hikes",6,5
"The Department of Transportation (DOTr) on Tuesday said it will increase the equity subsidy for drivers of public utility vehicles (PUV) to P260,000 to allow them to purchase e-jeepneys for the PUV modernization program.",6,5
Dry run for exclusive motorcycle lane starts March 9,10,9
"For the dictator’s son Ferdinand “Bongbong” Marcos Jr., to talk about the atrocities and corruption during his father’s military rule is a waste of time. Any journalist who would insist on talking about it now is nothing but a biased anti-Marcos, no matter how many Peabody awards she’s won.",13,12
"A sizzling 48°C heat index was recorded in Butuan City, Agusan Del Norte on Friday, April 21, marking the country’s highest heat index so far in 2023.",10,9
Alleged 2nd middleman in Percy Lapid case denies knowing gunman,7,6
"SC upholds House journal over videos, photos; dismisses petitions vs. TRAIN Law",5,4
Presidential Communications Office Secretary Cheloy Garafil said on Sunday that an alleged Office of the President memorandum that ordered a two-day government salary deduction to fund a Turkey earthquake relief fund was untrue.,13,12
"MANILA, Philippines – World Health Organization (WHO) Director-General Tedros Adhanom Ghebreyesus was in Manila from October 24 to 28 for the 73rd session of the WHO Regional Committee for the Western Pacific, which the Philippine capital hosted.",14,13
MANILA – United States Defense Secretary Lloyd Austin III has reiterated that any armed attack on Philippine ships and aircraft in the South China Sea will result in the invocation of the Mutual Defense Treaty (MDT).,14,13
"The Department of Health (DOH) on Thursday logged 162 new COVID-19 cases, while the active tally reached 9,298.",9,8
"Immigration chief calls for coordinated BI, airport authority probe into human trafficking scheme",7,6
"The Philippines recorded more than 200 COVID-19 cases for the third straight day on Sunday, data released by the Department of Health (DOH) showed.",9,8
"Marcos visits wake of Degamo, assures aid to victims",13,12
MANILA – The National Irrigation Administration (NIA) on Tuesday underscored the need for interagency convergence and annual funding of PHP200 billion for dam projects nationwide to boost the country’s agricultural landscapes.,2,1
"MANILA, Philippines – On the 36th anniversary of the EDSA People Power Revolution, Church group Simbahang Lingkod ng Bayan holds a forum to provide context about the peaceful uprising against Ferdinand Marcos that ended on February 25, 1986.",3,2
Ticket bought in Agusan del Norte yields new lotto millionaire,15,14
Legarda cites gains on free trade agreement with EFTA states,1,0
Priest washes feet of kin of EJK victims,3,2
"WASHINGTON, D.C.—President Ferdinand ""Bongbong"" Marcos Jr. said he is concerned over the provocations made by China in the South China Sea.",8,7
"MANILA, Philippines – The Philippines sent a note verbale to China seeking “clarification” on a recent incident where Chinese coast guard personnel “forcibly retrieved” floating debris from members of the Philippine Navy in the West Philippine Sea.",14,13
"Duterte’s DOJ chief: No point in red-tagging, it’s dangerous",8,7
"2021 ‘deadliest’ year in PH history with over 879,000 deaths – PopCom",9,8
"Bacuag, Surigao del Norte vice mayor Sheila Mae Cebedo on Thursday testified before the Sandiganbayan that the municipality did not receive the financial grant named in the 15 graft charges filed against former senator Juan Ponce Enrile, his former chief-of-staff Jessica “Gigi” Reyes, businesswoman Janet Napoles and others involving Enrile’s discretionary or pork barrel fund.",7,6
"AFP calls alleged torture, killing of CPP leaders Benito, Wilma Tiamzon by military ‘fictitious’",7,6
"MANILA, Philippines – In President Ferdinand Marcos Jr.’s own words, his January 2023 visit to Davos in Switzerland for the World Economic Forum (WEF) won’t be too different from his previous trips abroad. This time though, he intends to sell to foreign investors and fellow world leaders the controversial sovereign wealth fund his administration is pushing.",14,13
Tributes pour in for late ex-DFA chief Albert del Rosario,13,12
The House dangerous drugs panel will probe police assets or informants and Philippine Drug Enforcement (PDEA) agents who allegedly secure portions of confiscated illegal drugs in order to sell  chairperson Surigao del Norte Representative Robert Ace Barbers  said Wednesday.,7,6
"DOTr eyes cancellation of digital registry, monitoring of containers, PPA chief says",6,5
"The Department of Health said Saturday that the country logged nine new COVID-19 deaths, as the World Health Organization proclaims an end to the global health emergency caused by coronavirus.",9,8
Remulla questions why ICC was not probing drug cartels instead,13,12
"MANILA, Philippines – After months of promising openness to Private-Public Partnerships (PPP) and an infrastructure push, the Marcos administration on Friday, February 3, announced the first seven “high-impact” projects approved by the National Economic and Development Authority (NEDA) board.",6,5
"The United States has pledged US$100 million or over P5.5 billion for the acquisition of medium-lift helicopters for disaster response and  operations of the Armed Forces of the Philippines, Defense department officer in charge Carlito Galvez has said.",8,7
"DOH seeks FDA approval for 4th dose of vaccines for elderly, immunocompromised",9,8
"CAGAYAN DE ORO CITY, Philippines – The Senate’s two-member minority won’t be an obstructionist but would see to it that all measures proposed by President Ferdinand Marcos Jr.’ allies are scrutinized first, Senate Minority Leader Aquilino “Koko” Pimentel III said on Thursday, July 28.",13,12
"MANILA – President Ferdinand R. Marcos Jr. on Friday said the effects of the series of business meetings in Japan will be felt ""very rapidly"" after his five-day working visit in Tokyo.",14,13
"PCO to public: File returns, pay taxes anywhere",1,0
"MANILA, Philippines – A sister of Commission on Higher Education (CHED) chairperson Prospero de Vera III was arrested by the police for alleged murder charges.",7,6
The Department of National Defense (DND) is continuously coordinating with its Malaysian counterpart for an update in Sudan amid the ongoing repatriation of overseas Filipino workers (OFWs) in the area.,14,13
"MANILA, Philippines – The Department of Education (DepEd) said on Monday, March 7, that it was optimistic that schools in the country will be able to hold face-to-face graduation rites this year as the pandemic situation continues to improve.",2,1
PCG slams Chinese official's statement on laser-pointing incident,14,13
Gatchalian reminds taxpayers to file income tax return before deadline,1,0
NCR COVID-19 positivity rate rose slightly to 1.7% —OCTA,9,8
"While acknowledging the importance of electric vehicles in addressing climate-related issues, environmental groups on Thursday said its introduction to public needs support from the government in terms of power generation and policy-making.",12,11
"Intelligence agents of the Bureau of Customs (BOC) have confiscated around P150 million worth of agricultural products, which are all believed to have been smuggled into the country,  in separate inspections in warehouses in Manila, Caloocan and Navotas.",7,6
Malacañang said Monday that there has been no disruption in the transportation except in some routes in the National Capital Region (NCR) amid the transport strike.,10,9
"Even after death, Kian delos Santos remains a victim of injustice",7,6
"MANILA – President Ferdinand R. Marcos Jr. on Wednesday said the government is looking at the option of importing rice to beef up the country's supply in the event of natural calamities, such as typhoons and the El Niño weather phenomenon.",2,1
Marcos: No sector that wasn't touched by PH-US partnership,14,13
PBBM: PNP to conclude review on cops' possible drug links,7,6
"Comelec eyes increasing poll workers' honorarium up to P10,000",6,5
Commission on Elections Chairman George Garcia on Wednesday appealed to Congress for Comelec to be given the power to regulate advertising agencies during an election period.,13,12
DepEd allows optional wearing of face masks in classrooms,9,8
International Criminal Court (ICC) prosecutor Karim Khan has asked the ICC Appeals Chamber to reject the Philippine government’s appeal of the decision to authorize the resumption of the probe on drug war killings in the Philippines.,7,6
"PH, China bat to resolve South China Sea row; fishing tie-up eyed",14,13
"BI facility under heightened alert; fugitives, immigration violators separated",7,6
"MANILA, Philippines – To address learning gaps caused by the pandemic, the Department of Education (DepEd) intends to ban extracurricular activities for school year 2022-2023.",6,5
"MANILA, Philippines – Former presidents of the Philippines joined fellow Filipinos in mourning the death of one of their own, Fidel Ramos.",15,14
"Six elementary students suffered from food poisoning in Misamis Occidental after they allegedly ate sunflower seeds while at least seven individuals were injured in four separate vehicular accidents this Holy Week, the National Disaster Risk Reduction and Management Council (NDRRMC) reported on Good Friday, April 7.",9,8
Marcos renames complaint center to Presidential Action Center,13,12
"The Department of Agriculture’s Bureau of Plant and Industry (BPI) said on Tuesday, April 25, that it  with the Supreme Court’s (SC’s) issuance of “Writ of Kalikasan” which temporarily halted the government  propagating genetically modified (GM) rice and eggplant.",5,4
"MANILA, Philippines – The Department of Foreign Affairs (DFA) on Thursday, February 16, confirmed that the Philippines and China made use of their newly  mechanism to tackle the Chinese Coast Guard’s recent deployment of a military-grade vessel against a Philippine Coast Guard ship in the West Philippine Sea.",14,13
House panel approves bill protecting labor unions from interference,6,5
"MANILA, Philippines – The opposition coalition 1Sambayan finally named incumbent Senator Richard Gordon and labor leader Elmer “Ka Bong” Labog as the 9th and 10th candidates under their Senate slate.",13,12
"MANILA, Philippines – The Ramon Magsaysay Award Foundation, known widely as Asia’s equivalent of the Nobel Prize, will announce the recipients of its annual award on Wednesday, August 31.",10,9
Consignee of P1.7-M shabu parcel nabbed in Makati City,7,6
MMDA to hold dry run for single ticketing system in April,6,5
Marcos to take oath as president in National Museum,13,12
"MANILA, Philippines – The Sandiganbayan, the country’s anti-graft court, has found former Philippine Amusement and Gaming Corporation (Pagcor) chairperson Efraim Genuino guilty of graft.",7,6
A priest who was on his way home was flagged down at a police checkpoint after the authorities became suspicious of what looked like a human body wrapped in plastic inside his vehicle.,7,6
President Ferdinand “Bongbong” Marcos Jr. on Tuesday called on Congress to include a provision of having an interest subsidy support on housing projects in the national budget for the succeeding years.,6,5
Alan Cayetano suggests creation of sovereign fund before Maharlika corporation,6,5
Ex-Speaker Alvarez seeks decriminalization of marijuana use,6,5
Czech Republic backs PH military modernization,14,13
Tolentino wants Senate inquiry to determine gov’t action plan vs avian flu,9,8
"#WalangPasok: Class suspensions, Friday, October 28, 2022",10,9
The Department of the Interior and Local Government (DILG) called out the local government units (LGUs) to appropriately carry out the delivery of grants and privileges of the qualified senior citizens in the Cordillera Administrative Region (CAR).,6,5
The University of the Philippines (UP) announced that its college admission test will resume on June 3 and 4 after being halted due to COVID-19 pandemic.,15,14
MANILA – The Department of the Interior and Local Government (DILG) on Saturday said a contingency plan is in place to respond to the looming El Niño that experts forecast to occur in  months.,10,9
"Abalos asks PNP colonels, generals to submit courtesy resignation",13,12
Tarlac congressman Charlie Cojuangco dies,15,14
"MANILA – The Manila Water Company (Manila Water) on Monday announced that its customers in some parts of Makati City, Quezon City, San Juan City and Binangonan in Rizal province will experience water interruption due to service improvement activities from April 20 to 22 and 24-25.",2,1
Philippines urged to conduct maritime patrols with other nations in WPS,8,7
Marcos greets Duterte on birthday; vows to continue his predecessor's projects,13,12
Residents of Eastern Visayas and Caraga were told to be vigilant against possible flash floods or landslides due to moderate to at times heavy rains that  effects of easterlies and intertropical convergence zone (ITCZ) may bring.,10,9
The Department of Health (DOH) issued a clarification on the Covid-19 situation of 26 areas under the Alert Level 2 status until the end of this month.,9,8
The Commission on Human Rights (CHR) on Friday expressed alarm over the recent incidents of violence against women and children.,7,6
A beneficiary of the Department of Social Welfare and Development's (DSWD) Pantawid sa Pamilyang Pilipino Program (4Ps) has topped the April 2023 Civil Engineers Licensure Examination.,15,14
"MANILA, Philippines – Health Secretary Francisco Duque III said on Thursday, March 17, that the Philippines will likely remain under Alert Level 1 until the end of President Rodrigo Duterte’s term, or until June 30, 2022.",9,8
Win Gatchalian files P16 million civil suit vs ex-DOE chief Cusi,7,6
"Romualdez 'restored faith' in role of House, says Dalipe",13,12
Marcos: Rightsizing not aimed at terminating employees but upskilling workforce,2,1
"The Philippines won’t meddle into the sovereignty issue involving China and Taiwan, the National Security Council (NSC) insisted, as it denounced the recent remarks of Chinese Ambassador to the Philippines Huang Xilian concerning the welfare of overseas Filipino workers (OFWs).",14,13
"MANILA, Philippines – President Ferdinand Marcos Jr. on Friday, March 10, called for poll reforms in the country during a historic summit mounted by the Commission on Elections (Comelec), focusing on the need to upgrade election technology.",2,1
"Senate President Juan Miguel Zubiri on Friday, April 28, sent his support to President Ferdinand “Bongbong” R. Marcos Jr. ahead of the President’s departure for an official mission to the United States on April 30.",13,12
8 Kudarat cops face murder raps for death of 3 students,7,6
PBBM hints at new Cabinet members after one-year ban on losing candidates,13,12
"Del Rosario: Patriot, inspiring public servant --- Robredo",13,12
"DOH logs 185 new COVID-19 infections; active cases at 9,290",9,8
"MANILA – A magnitude 5.3 earthquake jolted Davao de Oro early Monday, the Philippine Institute of Volcanology and Seismology (Phivolcs) said.",15,14
